batch_id,compare,pipeline,group,value,Metric,protocols_platforms,labs,type
R_ILM_L6_B1,M8/D6,kallisto,SO,0.715787122903132,RC,R_ILM,L6,isoform
R_ILM_L8_B1,D5/D6,kallisto,SO,0.850292600680837,RC,R_ILM,L8,isoform
R_ILM_L8_B1,F7/D6,kallisto,SO,0.812756101894908,RC,R_ILM,L8,isoform
R_ILM_L8_B1,M8/D6,kallisto,SO,0.751868249452679,RC,R_ILM,L8,isoform
P_BGI_L3_B1,D5/D6,StringTie2-SO,SO,0.769394710916089,RC,P_BGI,L3,isoform
P_BGI_L3_B1,F7/D6,StringTie2-SO,SO,0.770721114809109,RC,P_BGI,L3,isoform
P_BGI_L3_B1,M8/D6,StringTie2-SO,SO,0.748860022460166,RC,P_BGI,L3,isoform
P_BGI_L6_B1,D5/D6,StringTie2-SO,SO,0.755711631462015,RC,P_BGI,L6,isoform
P_BGI_L6_B1,F7/D6,StringTie2-SO,SO,0.784605323440574,RC,P_BGI,L6,isoform
P_BGI_L6_B1,M8/D6,StringTie2-SO,SO,0.734143938536221,RC,P_BGI,L6,isoform
P_ILM_L1_B1,D5/D6,StringTie2-SO,SO,0.794352068301122,RC,P_ILM,L1,isoform
P_ILM_L1_B1,F7/D6,StringTie2-SO,SO,0.751037882206146,RC,P_ILM,L1,isoform
P_ILM_L1_B1,M8/D6,StringTie2-SO,SO,0.745278280875304,RC,P_ILM,L1,isoform
P_ILM_L2_B1,D5/D6,StringTie2-SO,SO,0.798774550290505,RC,P_ILM,L2,isoform
P_ILM_L2_B1,F7/D6,StringTie2-SO,SO,0.779351033120475,RC,P_ILM,L2,isoform
P_ILM_L2_B1,M8/D6,StringTie2-SO,SO,0.776358778937309,RC,P_ILM,L2,isoform
P_ILM_L5_B1,D5/D6,StringTie2-SO,SO,0.746714831324983,RC,P_ILM,L5,isoform
P_ILM_L5_B1,F7/D6,StringTie2-SO,SO,0.698843216391969,RC,P_ILM,L5,isoform
P_ILM_L5_B1,M8/D6,StringTie2-SO,SO,0.704782260233537,RC,P_ILM,L5,isoform
P_ILM_L6_B1,D5/D6,StringTie2-SO,SO,0.741483475959288,RC,P_ILM,L6,isoform
P_ILM_L6_B1,F7/D6,StringTie2-SO,SO,0.767213988716734,RC,P_ILM,L6,isoform
P_ILM_L6_B1,M8/D6,StringTie2-SO,SO,0.733048331328633,RC,P_ILM,L6,isoform
P_ILM_L8_B1,D5/D6,StringTie2-SO,SO,0.74037186093891,RC,P_ILM,L8,isoform
P_ILM_L8_B1,F7/D6,StringTie2-SO,SO,0.690298299368304,RC,P_ILM,L8,isoform
P_ILM_L8_B1,M8/D6,StringTie2-SO,SO,0.719392880511397,RC,P_ILM,L8,isoform
R_BGI_L3_B1,D5/D6,StringTie2-SO,SO,0.791825671165988,RC,R_BGI,L3,isoform
R_BGI_L3_B1,F7/D6,StringTie2-SO,SO,0.727875995446846,RC,R_BGI,L3,isoform
R_BGI_L3_B1,M8/D6,StringTie2-SO,SO,0.780341293006501,RC,R_BGI,L3,isoform
R_BGI_L6_B1,D5/D6,StringTie2-SO,SO,0.732109188865127,RC,R_BGI,L6,isoform
R_BGI_L6_B1,F7/D6,StringTie2-SO,SO,0.707733352268751,RC,R_BGI,L6,isoform
R_BGI_L6_B1,M8/D6,StringTie2-SO,SO,0.730667556451522,RC,R_BGI,L6,isoform
R_BGI_L7_B1,D5/D6,StringTie2-SO,SO,0.68185541299242,RC,R_BGI,L7,isoform
R_BGI_L7_B1,F7/D6,StringTie2-SO,SO,0.675379779876133,RC,R_BGI,L7,isoform
R_BGI_L7_B1,M8/D6,StringTie2-SO,SO,0.615708010101196,RC,R_BGI,L7,isoform
R_ELE_LH_B1,D5/D6,StringTie2-SO,SO,0.771616534176533,RC,R_ELE,LH,isoform
R_ELE_LH_B1,F7/D6,StringTie2-SO,SO,0.74874462174904,RC,R_ELE,LH,isoform
R_ELE_LH_B1,M8/D6,StringTie2-SO,SO,0.760911872122185,RC,R_ELE,LH,isoform
R_ILM_L1_B1,D5/D6,StringTie2-SO,SO,0.776514733856974,RC,R_ILM,L1,isoform
R_ILM_L1_B1,F7/D6,StringTie2-SO,SO,0.722842061700138,RC,R_ILM,L1,isoform
R_ILM_L1_B1,M8/D6,StringTie2-SO,SO,0.73650372998314,RC,R_ILM,L1,isoform
R_ILM_L2_B1,D5/D6,StringTie2-SO,SO,0.679507759268116,RC,R_ILM,L2,isoform
R_ILM_L2_B1,F7/D6,StringTie2-SO,SO,0.639069654231303,RC,R_ILM,L2,isoform
R_ILM_L2_B1,M8/D6,StringTie2-SO,SO,0.648807616241795,RC,R_ILM,L2,isoform
R_ILM_L2_B2,D5/D6,StringTie2-SO,SO,0.80804754083407,RC,R_ILM,L2,isoform
R_ILM_L2_B2,F7/D6,StringTie2-SO,SO,0.781021689088876,RC,R_ILM,L2,isoform
R_ILM_L2_B2,M8/D6,StringTie2-SO,SO,0.688626310889043,RC,R_ILM,L2,isoform
R_ILM_L4_B1,D5/D6,StringTie2-SO,SO,0.705896461325501,RC,R_ILM,L4,isoform
R_ILM_L4_B1,F7/D6,StringTie2-SO,SO,0.700607702880868,RC,R_ILM,L4,isoform
R_ILM_L4_B1,M8/D6,StringTie2-SO,SO,0.699531366872147,RC,R_ILM,L4,isoform
R_ILM_L4_B2,D5/D6,StringTie2-SO,SO,0.810870981535097,RC,R_ILM,L4,isoform
R_ILM_L4_B2,F7/D6,StringTie2-SO,SO,0.791251901912531,RC,R_ILM,L4,isoform
R_ILM_L4_B2,M8/D6,StringTie2-SO,SO,0.771275249559982,RC,R_ILM,L4,isoform
R_ILM_L4_B3,D5/D6,StringTie2-SO,SO,0.763912888761283,RC,R_ILM,L4,isoform
R_ILM_L4_B3,F7/D6,StringTie2-SO,SO,0.7329937007916,RC,R_ILM,L4,isoform
R_ILM_L4_B3,M8/D6,StringTie2-SO,SO,0.719356928953805,RC,R_ILM,L4,isoform
R_ILM_L5_B1,D5/D6,StringTie2-SO,SO,0.736809033875885,RC,R_ILM,L5,isoform
R_ILM_L5_B1,F7/D6,StringTie2-SO,SO,0.732502724767986,RC,R_ILM,L5,isoform
R_ILM_L5_B1,M8/D6,StringTie2-SO,SO,0.718945109206223,RC,R_ILM,L5,isoform
R_ILM_L5_B2,D5/D6,StringTie2-SO,SO,0.796871479853345,RC,R_ILM,L5,isoform
R_ILM_L5_B2,F7/D6,StringTie2-SO,SO,0.725272141095007,RC,R_ILM,L5,isoform
R_ILM_L5_B2,M8/D6,StringTie2-SO,SO,0.756134322307138,RC,R_ILM,L5,isoform
R_ILM_L5_B3,D5/D6,StringTie2-SO,SO,0.578357925695075,RC,R_ILM,L5,isoform
R_ILM_L5_B3,F7/D6,StringTie2-SO,SO,0.485711910116419,RC,R_ILM,L5,isoform
R_ILM_L5_B3,M8/D6,StringTie2-SO,SO,0.557611697039168,RC,R_ILM,L5,isoform
R_ILM_L6_B1,D5/D6,StringTie2-SO,SO,0.720335911166262,RC,R_ILM,L6,isoform
R_ILM_L6_B1,F7/D6,StringTie2-SO,SO,0.681139304131481,RC,R_ILM,L6,isoform
R_ILM_L6_B1,M8/D6,StringTie2-SO,SO,0.684997204308661,RC,R_ILM,L6,isoform
R_ILM_L8_B1,D5/D6,StringTie2-SO,SO,0.706760979821896,RC,R_ILM,L8,isoform
R_ILM_L8_B1,F7/D6,StringTie2-SO,SO,0.668573218756031,RC,R_ILM,L8,isoform
R_ILM_L8_B1,M8/D6,StringTie2-SO,SO,0.689323796783745,RC,R_ILM,L8,isoform
D_ONT_LG_B1,D5/D6,IsoQuant,LO,0.91074960706794,RC,D_ONT,LG,isoform
D_ONT_LG_B1,F7/D6,IsoQuant,LO,0.941906258937301,RC,D_ONT,LG,isoform
D_ONT_LG_B1,M8/D6,IsoQuant,LO,0.940584587943932,RC,D_ONT,LG,isoform
D_ONT_LW_B1,D5/D6,IsoQuant,LO,0.946948963503348,RC,D_ONT,LW,isoform
D_ONT_LW_B1,F7/D6,IsoQuant,LO,0.94094251019976,RC,D_ONT,LW,isoform
D_ONT_LW_B1,M8/D6,IsoQuant,LO,0.940184503068403,RC,D_ONT,LW,isoform
